db_id,column_names,column_names_original,table_names,table_names_original,db_id_id,column_names_id,column_names_original_id,table_names_id,table_names_original_id
,track id,track_id,,,,id_trek,id_track,,
train_station,*,*,station,station,stasiun_kereta,*,*,stasiun,stasiun
,station id,Station_ID,train,train,,id_stasiun,id_stasiun,kereta,kereta
,name,Name,train station,train_station,,nama,nama,stasiun kereta,stasiun kereta
,annual entry exit,Annual_entry_exit,,,,pintu_keluar_masuk_tahunan,tahunan_entry_exit,,
,annual interchanges,Annual_interchanges,,,,simpang_susun_tahunan,pertukaran_tahunan,,
,total passengers,Total_Passengers,,,,jumlah_penumpang,total_penumpang,,
,location,Location,,,,lokasi,lokasi,,
,main services,Main_Services,,,,layanan_utama,layanan_utama,,
,number of platforms,Number_of_Platforms,,,,jumlah_platform,jumlah_platform,,
,train id,Train_ID,,,,id_kereta,id_kereta,,
,name,Name,,,,nama,nama,,
,time,Time,,,,waktu,waktu,,
,service,Service,,,,melayani,melayani,,
,train id,Train_ID,,,,id_kereta,id_kereta,,
,station id,Station_ID,,,,id_stasiun,id_stasiun,,
document_management,*,*,roles,Roles,dokumen_manajemen,*,*,peran,Peran
,role code,role_code,users,Users,,kode_peran,kode_peran,pengguna,Pengguna
,role description,role_description,document structures,Document_Structures,,deskripsi_peran,deskripsi_peran,struktur dokumen,Dokumen_Struktur
,user id,user_id,functional areas,Functional_Areas,,id_pengguna,id_user,area fungsional,Fungsional_Area
,role code,role_code,images,Images,,kode_peran,kode_peran,gambar,Gambar
,user name,user_name,documents,Documents,,nama_belakang,nama_belakang,dokumen,Dokumen
,user login,user_login,document functional areas,Document_Functional_Areas,,login_pengguna,pengguna_login,mendokumentasikan area fungsional,Dokumen_Fungsional_Area
,password,password,document sections,Document_Sections,,kata_sandi,kata_sandi,bagian dokumen,Dokumen_Bagian
,document structure code,document_structure_code,document sections images,Document_Sections_Images,,kode_struktur_dokumen,kode_struktur_dokumen,gambar bagian dokumen,Dokumen_Bagian_Gambar
,parent document structure code,parent_document_structure_code,,,,kode_struktur_dokumen_induk,kode_struktur_dokumen_induk,,
,document structure description,document_structure_description,,,,deskripsi_struktur_dokumen,deskripsi_struktur_dokumen,,
,functional area code,functional_area_code,,,,kode_area_fungsional,kode_area_fungsional,,
,parent functional area code,parent_functional_area_code,,,,kode_area_fungsional_induk,kode_area_fungsional_induk,,
,functional area description,functional_area_description,,,,deskripsi_area_fungsional,deskripsi_area_fungsional,,
,image id,image_id,,,,id_gambar,id_gambar,,
,image alt text,image_alt_text,,,,teks_alternatif_gambar,gambar_alt_teks,,
,image name,image_name,,,,nama_gambar,nama_gambar,,
,image url,image_url,,,,url_gambar,gambar_url,,
,document code,document_code,,,,kode_dokumen,kode_dokumen,,
,document structure code,document_structure_code,,,,kode_struktur_dokumen,kode_struktur_dokumen,,
,document type code,document_type_code,,,,kode_jenis_dokumen,kode_tipe_dokumen,,
,access count,access_count,,,,jumlah_akses,akses_hitungan,,
,document name,document_name,,,,nama_dokumen,nama_dokumen,,
,document code,document_code,,,,kode_dokumen,kode_dokumen,,
,functional area code,functional_area_code,,,,kode_area_fungsional,kode_area_fungsional,,
,section id,section_id,,,,id_bagian,id_bagian,,
,document code,document_code,,,,kode_dokumen,kode_dokumen,,
,section sequence,section_sequence,,,,urutan_bagian,bagian_urutan,,
,section code,section_code,,,,kode_bagian,kode_bagian,,
,section title,section_title,,,,judul_bagian,bagian_judul,,
,section id,section_id,,,,id_bagian,id_bagian,,
,image id,image_id,,,,id_gambar,id_gambar,,
formula_1,*,*,circuits,circuits,rumus_1,*,*,sirkuit,sirkuit
,circuit id,circuitId,races,races,,id_sirkuit,id_sirkuit,balapan,balapan
,circuit reference,circuitRef,drivers,drivers,,referensi_sirkuit,sirkuitref,pengemudi,pengemudi
,name,name,status,status,,nama,nama,status,status
,location,location,seasons,seasons,,lokasi,lokasi,musim,musim
,country,country,constructors,constructors,,negara,negara,konstruktor,konstruktor
,latitude,lat,constructor standings,constructorStandings,,lintang,lat,klasemen konstruktor,Klasemen konstruktor
,longitude,lng,results,results,,garis_bujur,lng,hasil,hasil
,altitude,alt,driver standings,driverStandings,,ketinggian,alternatif,klasemen pembalap,Klasemen pengemudi
,url,url,constructor results,constructorResults,,url,url,hasil konstruktor,Hasil konstruktor
,race id,raceId,qualifying,qualifying,,id_balapan,id_race,kualifikasi,kualifikasi
,year,year,pit stops,pitStops,,tahun,tahun,tempat pemberhentian,pitstop
,round,round,lap times,lapTimes,,bulat,bulat,waktu putaran,waktu putaran
,circuit id,circuitId,,,,id_sirkuit,id_sirkuit,,
,name,name,,,,nama,nama,,
,date,date,,,,tanggal,tanggal,,
,time,time,,,,waktu,waktu,,
,url,url,,,,url,url,,
,driver id,driverId,,,,id_pengemudi,id_driver,,
,driver reference,driverRef,,,,referensi_pengemudi,pengemudiref,,
,number,number,,,,nomor,nomor,,
,code,code,,,,kode,kode,,
,forename,forename,,,,nama_kecil,nama_kecil,,
,surname,surname,,,,nama_belakang,nama_belakang,,
,dob,dob,,,,bagus,bagus,,
,nationality,nationality,,,,kebangsaan,kebangsaan,,
,url,url,,,,url,url,,
,status id,statusId,,,,id_status,id_status,,
,status,status,,,,status,status,,
,year,year,,,,tahun,tahun,,
,url,url,,,,url,url,,
,constructor id,constructorId,,,,id_konstruktor,id_konstruktor,,
,constructor reference,constructorRef,,,,referensi_konstruktor,konstruktorref,,
,name,name,,,,nama,nama,,
,nationality,nationality,,,,kebangsaan,kebangsaan,,
,url,url,,,,url,url,,
,constructor standings id,constructorStandingsId,,,,id_klasemen_konstruktor,id_konstruktorstandings,,
,race id,raceId,,,,id_balapan,id_race,,
,constructor id,constructorId,,,,id_konstruktor,id_konstruktor,,
,points,points,,,,poin,poin,,
,position,position,,,,posisi,posisi,,
,position text,positionText,,,,teks_posisi,posisiteks,,
,wins,wins,,,,menang,menang,,
,result id,resultId,,,,id_hasil,id_hasil,,
,race id,raceId,,,,id_balapan,id_race,,
,driver id,driverId,,,,id_pengemudi,id_driver,,
,constructor id,constructorId,,,,id_konstruktor,id_konstruktor,,
,number,number,,,,nomor,nomor,,
,grid,grid,,,,jaringan,jaringan,,
,position,position,,,,posisi,posisi,,
,position text,positionText,,,,teks_posisi,posisiteks,,
,position order,positionOrder,,,,urutan_posisi,posisipesanan,,
,points,points,,,,poin,poin,,
,laps,laps,,,,putaran,putaran,,
,time,time,,,,waktu,waktu,,
,milliseconds,milliseconds,,,,id_miletik,id_miletik,,
,fastest lap,fastestLap,,,,putaran_tercepat,putaran_tercepat,,
,rank,rank,,,,pangkat,pangkat,,
,fastest lap time,fastestLapTime,,,,waktu_putaran_tercepat,waktu_putaran_tercepat,,
,fastest lap speed,fastestLapSpeed,,,,kecepatan_putaran_tercepat,kecepatan_putaran_tercepat,,
,status id,statusId,,,,id_status,id_status,,
,driver standings id,driverStandingsId,,,,id_klasemen_pembalap,id_driverstandings,,
,race id,raceId,,,,id_balapan,id_race,,
,driver id,driverId,,,,id_pengemudi,id_driver,,
,points,points,,,,poin,poin,,
,position,position,,,,posisi,posisi,,
,position text,positionText,,,,teks_posisi,posisiteks,,
,wins,wins,,,,menang,menang,,
,constructor results id,constructorResultsId,,,,id_hasil_konstruktor,id_konstruktorhasil,,
,race id,raceId,,,,id_balapan,id_race,,
,constructor id,constructorId,,,,id_konstruktor,id_konstruktor,,
,points,points,,,,poin,poin,,
,status,status,,,,status,status,,
,qualify id,qualifyId,,,,id_yang_memenuhi_syarat,id_kualifikasi,,
,race id,raceId,,,,id_balapan,id_race,,
,driver id,driverId,,,,id_pengemudi,id_driver,,
,constructor id,constructorId,,,,id_konstruktor,id_konstruktor,,
,number,number,,,,nomor,nomor,,
,position,position,,,,posisi,posisi,,
,q1,q1,,,,q1,q1,,
,q2,q2,,,,q2,q2,,
,q3,q3,,,,q3,q3,,
,race id,raceId,,,,id_balapan,id_race,,
,driver id,driverId,,,,id_pengemudi,id_driver,,
,stop,stop,,,,berhenti,berhenti,,
,lap,lap,,,,pangkuan,pangkuan,,
,time,time,,,,waktu,waktu,,
,duration,duration,,,,lamanya,lamanya,,
,milliseconds,milliseconds,,,,id_miletik,id_miletik,,
,race id,raceId,,,,id_balapan,id_race,,
,driver id,driverId,,,,id_pengemudi,id_driver,,
,lap,lap,,,,pangkuan,pangkuan,,
,position,position,,,,posisi,posisi,,
,time,time,,,,waktu,waktu,,
,milliseconds,milliseconds,,,,id_miletik,id_miletik,,
game_1,*,*,student,Student,permainan_1,*,*,murid,Murid
,student id,StuID,video games,Video_Games,,tanda_pengenal_siswa,pelajar,permainan video,Video_Permainan
,last name,LName,plays games,Plays_Games,,nama_belakang,lnama,memainkan permainan,Permainan_Permainan
,first name,Fname,sports info,SportsInfo,,nama_depan,nama_panggilan,informasi olahraga,Info Olahraga
,age,Age,,,,usia,usia,,
,sex,Sex,,,,seks,seks,,
,major,Major,,,,besar,besar,,
,advisor,Advisor,,,,penasihat,penasihat,,
,city code,city_code,,,,kode_kota,kode_kota,,
,game id,GameID,,,,id_permainan,id_game,,
,game name,GName,,,,nama_permainan,nama_g,,
,game type,GType,,,,jenis_permainan,tipe_g,,
,student id,StuID,,,,tanda_pengenal_siswa,pelajar,,
,game id,GameID,,,,id_permainan,id_game,,
,hours played,Hours_Played,,,,berjam_jam_dimainkan,jam_dimainkan,,
,student id,StuID,,,,tanda_pengenal_siswa,pelajar,,
,sport name,SportName,,,,nama_olahraga,nama_olah_raga,,
,hours per week,HoursPerWeek,,,,jam_per_minggu,jamperminggu,,
,games played,GamesPlayed,,,,permainan_yang_dimainkan,permainan_dimainkan,,
,on scholarship,OnScholarship,,,,pada_beasiswa,tentang_beasiswa,,
loan_1,*,*,bank,bank,pinjaman_1,*,*,bank,bank
,branch id,branch_ID,customer,customer,,id_cabang,id_cabang,pelanggan,pelanggan
,bname,bname,loan,loan,,nama,nama,meminjamkan,meminjamkan
,no of customers,no_of_customers,,,,id_tak_ada_pelanggan,no_of_customers,,
,city,city,,,,kota,kota,,
,state,state,,,,negara,negara,,
,customer id,cust_ID,,,,nomor_pelanggan,id_kustom,,
,customer name,cust_name,,,,nama_pelanggan,nama_kustom,,
,account type,acc_type,,,,jenis_akun,tipe_acc,,
,account balance,acc_bal,,,,saldo_akun,acc_bal,,
,number of loans,no_of_loans,,,,jumlah_pinjaman,id_tak_ada_pinjaman,,
,credit score,credit_score,,,,skor_kredit,skor_kredit,,
,branch id,branch_ID,,,,id_cabang,id_cabang,,
,state,state,,,,negara,negara,,
,loan id,loan_ID,,,,nomor_pinjaman,id_pinjaman,,
,loan type,loan_type,,,,jenis_pinjaman,jenis_pinjaman,,
,customer id,cust_ID,,,,nomor_pelanggan,id_kustom,,
,branch id,branch_ID,,,,id_cabang,id_cabang,,
,amount,amount,,,,jumlah,jumlah,,
bike_1,*,*,station,station,sepeda_1,*,*,stasiun,stasiun
,id,id,status,status,,pengenal,pengenal,status,status
,name,name,trip,trip,,nama,nama,perjalanan,perjalanan
,latitude,lat,weather,weather,,lintang,lat,cuaca,cuaca
,longitude,long,,,,garis_bujur,panjang,,
,dock count,dock_count,,,,jumlah_dermaga,dok_count,,
,city,city,,,,kota,kota,,
,installation date,installation_date,,,,tanggal_pemasangan,tanggal_instalasi,,
,station id,station_id,,,,id_stasiun,id_stasiun,,
,bikes available,bikes_available,,,,tersedia_sepeda,sepeda_tersedia,,
,docks available,docks_available,,,,dermaga_tersedia,dok_tersedia,,
,time,time,,,,waktu,waktu,,
,id,id,,,,pengenal,pengenal,,
,duration,duration,,,,lamanya,lamanya,,
,start date,start_date,,,,tanggal_mulai,tanggal_mulai,,
,start station name,start_station_name,,,,mulai_nama_stasiun,nama_stasiun_mulai,,
,start station id,start_station_id,,,,id_mulai_stasiun,id_start_station,,
,end date,end_date,,,,tanggal_akhir,tanggal_akhir,,
,end station name,end_station_name,,,,nama_stasiun_akhir,nama_stasiun_akhir,,
,end station id,end_station_id,,,,id_stasiun_akhir,id_end_station,,
,bike id,bike_id,,,,id_sepeda,id_bike,,
,subscription type,subscription_type,,,,jenis_langganan,tipe_langganan,,
,zip code,zip_code,,,,kode_pos,kode_pos,,
,date,date,,,,tanggal,tanggal,,
,max temperature f,max_temperature_f,,,,suhu_maksimal_f,suhu_maks_f,,
,mean temperature f,mean_temperature_f,,,,suhu_rata_rata_f,rata_rata_suhu_f,,
,min temperature f,min_temperature_f,,,,suhu_minimum_f,min_suhu_f,,
,max dew point f,max_dew_point_f,,,,titik_embun_maksimal_f,max_dew_point_f,,
,mean dew point f,mean_dew_point_f,,,,berarti_titik_embun_f,mean_dew_point_f,,
,min dew point f,min_dew_point_f,,,,titik_embun_minimum_f,min_dew_point_f,,
,max humidity,max_humidity,,,,kelembaban_maksimal,kelembaban_maks,,
,mean humidity,mean_humidity,,,,berarti_kelembaban,rata_rata_kelembaban,,
,min humidity,min_humidity,,,,kelembaban_minimal,min_kelembaban,,
,max sea level pressure inches,max_sea_level_pressure_inches,,,,tekanan_permukaan_laut_maks_inci,max_sea_level_pressure_inci,,
,mean sea level pressure inches,mean_sea_level_pressure_inches,,,,berarti_tekanan_permukaan_laut_inci,rata_rata_tingkat_laut_tekanan_inci,,
,min sea level pressure inches,min_sea_level_pressure_inches,,,,min_tekanan_permukaan_laut_inci,min_tingkat_laut_tekanan_inci,,
,max visibility miles,max_visibility_miles,,,,jarak_pandang_maksimal_mil,max_visibility_miles,,
,mean visibility miles,mean_visibility_miles,,,,berarti_jarak_pandang_mil,mean_visibility_miles,,
,min visibility miles,min_visibility_miles,,,,jarak_pandang_minimum_mil,min_visibility_miles,,
,max wind speed mph,max_wind_Speed_mph,,,,kecepatan_angin_maks_mph,max_wind_speed_mph,,
,mean wind speed mph,mean_wind_speed_mph,,,,berarti_kecepatan_angin_mph,mean_wind_speed_mph,,
,max gust speed mph,max_gust_speed_mph,,,,kecepatan_hembusan_maks_mph,max_gust_speed_mph,,
,precipitation inches,precipitation_inches,,,,inci_curah_hujan,curah_hujan_inci,,
,cloud cover,cloud_cover,,,,tutupan_awan,cloud_cover,,
,events,events,,,,acara,acara,,
,wind dir degrees,wind_dir_degrees,,,,derajat_angin,angin_dir_derajat,,
,zip code,zip_code,,,,kode_pos,kode_pos,,
entrepreneur,*,*,entrepreneur,entrepreneur,pengusaha,*,*,pengusaha,pengusaha
,entrepreneur id,Entrepreneur_ID,people,people,,id_pengusaha,id_pengusaha,orang,orang
,people id,People_ID,,,,id_orang,id_orang,,
,company,Company,,,,perusahaan,perusahaan,,
,money requested,Money_Requested,,,,uang_yang_diminta,uang_diminta,,
,investor,Investor,,,,investor,investor,,
,people id,People_ID,,,,id_orang,id_orang,,
,name,Name,,,,nama,nama,,
,height,Height,,,,tinggi,tinggi,,
,weight,Weight,,,,berat,berat,,
,date of birth,Date_of_Birth,,,,tanggal_lahir,tanggal_lahir,,
orchestra,*,*,conductor,conductor,orkestra,*,*,konduktor,konduktor
,conductor id,Conductor_ID,orchestra,orchestra,,id_konduktor,id_konduktor,orkestra,orkestra
,name,Name,performance,performance,,nama,nama,pertunjukan,pertunjukan
,age,Age,show,show,,usia,usia,menunjukkan,menunjukkan
,nationality,Nationality,,,,kebangsaan,kebangsaan,,
,year of work,Year_of_Work,,,,tahun_kerja,tahun_pekerjaan,,
,orchestra id,Orchestra_ID,,,,id_orkestra,id_orkestra,,
,orchestra,Orchestra,,,,orkestra,orkestra,,
,conductor id,Conductor_ID,,,,id_konduktor,id_konduktor,,
,record company,Record_Company,,,,perusahaan_rekaman,rekam_perusahaan,,
,year of founded,Year_of_Founded,,,,id_tahun_dirikan,id_tahun_dirikan,,
,major record format,Major_Record_Format,,,,format_rekaman_utama,major_record_format,,
,performance id,Performance_ID,,,,id_kinerja,id_performa,,
,orchestra id,Orchestra_ID,,,,id_orkestra,id_orkestra,,
,type,Type,,,,jenis,jenis,,
,date,Date,,,,tanggal,tanggal,,
,official ratings (millions),Official_ratings_(millions),,,,peringkat_resmi_(juta),peringkat_resmi_(juta),,
,weekly rank,Weekly_rank,,,,peringkat_mingguan,peringkat_mingguan,,
,share,Share,,,,membagikan,membagikan,,
,show id,Show_ID,,,,id_tampilkan,id_tampilkan,,
,performance id,Performance_ID,,,,id_kinerja,id_performa,,
,if first show,If_first_show,,,,jika_pertunjukan_pertama,if_first_show,,
,result,Result,,,,hasil,hasil,,
,attendance,Attendance,,,,kehadiran,kehadiran,,
cre_Drama_Workshop_Groups,*,*,reference payment methods,Ref_Payment_Methods,cre_Drama_Workshop_Grup,*,*,referensi metode pembayaran,Ref_Metode_Pembayaran
,payment method code,payment_method_code,reference service types,Ref_Service_Types,,kode_metode_pembayaran,kode_metode_pembayaran,jenis layanan referensi,Ref_Service_Types
,payment method description,payment_method_description,addresses,Addresses,,deskripsi_metode_pembayaran,deskripsi_metode_pembayaran,alamat,Alamat
,service type code,Service_Type_Code,products,Products,,kode_jenis_layanan,kode_jenis_layanan,produk,Produk
,parent service type code,Parent_Service_Type_Code,marketing regions,Marketing_Regions,,kode_jenis_layanan_induk,induk_layanan_jenis_kode,wilayah pemasaran,Pemasaran_Wilayah
,service type description,Service_Type_Description,clients,Clients,,deskripsi_jenis_layanan,deskripsi_jenis_layanan,klien,Klien
,address id,Address_ID,drama workshop groups,Drama_Workshop_Groups,,id_alamat,id_alamat,kelompok lokakarya drama,Drama_Workshop_Grup
,line 1,Line_1,performers,Performers,,baris_1,baris_1,pemain,Pelaku
,line 2,Line_2,customers,Customers,,baris_2,baris_2,pelanggan,Pelanggan
,city town,City_Town,stores,Stores,,kota_kota,kota_kota,toko,Toko
,state county,State_County,bookings,Bookings,,negara_bagian,negara_bagian_kabupaten,pemesanan,Pemesanan
,other details,Other_Details,performers in bookings,Performers_in_Bookings,,rincian_lainnya,lainnya_detail,pemain dalam pemesanan,Pelaku_dalam_Pemesanan
,product id,Product_ID,customer orders,Customer_Orders,,id_produk,id_produk,pesanan pelanggan,Pelanggan_Pesanan
,product name,Product_Name,order items,Order_Items,,nama_produk,nama_produk,item pesanan,Pesanan_Item
,product price,Product_Price,invoices,Invoices,,harga_produk,produk_harga,faktur,Faktur
,product description,Product_Description,services,Services,,deskripsi_produk,produk_deskripsi,layanan,Layanan
,other product service details,Other_Product_Service_Details,bookings services,Bookings_Services,,detail_layanan_produk_lainnya,detail_produk_layanan_lainnya,layanan pemesanan,Pemesanan_Layanan
,marketing region code,Marketing_Region_Code,invoice items,Invoice_Items,,kode_wilayah_pemasaran,kode_wilayah_pemasaran,item faktur,Faktur_Item
,marketing region name,Marketing_Region_Name,,,,nama_wilayah_pemasaran,nama_wilayah_pemasaran,,
,marketing region descriptrion,Marketing_Region_Descriptrion,,,,deskripsi_wilayah_pemasaran,deskripsi_wilayah_pemasaran,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,client id,Client_ID,,,,id_klien,id_klien,,
,address id,Address_ID,,,,id_alamat,id_alamat,,
,customer email address,Customer_Email_Address,,,,alamat_email_pelanggan,alamat_email_pelanggan,,
,customer name,Customer_Name,,,,nama_pelanggan,nama_pelanggan,,
,customer phone,Customer_Phone,,,,telepon_pelanggan,pelanggan_telepon,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,workshop group id,Workshop_Group_ID,,,,id_grup_bengkel,id_lokakarya_grup,,
,address id,Address_ID,,,,id_alamat,id_alamat,,
,currency code,Currency_Code,,,,kode_mata_uang,mata_uang_kode,,
,marketing region code,Marketing_Region_Code,,,,kode_wilayah_pemasaran,kode_wilayah_pemasaran,,
,store name,Store_Name,,,,nama_toko,nama_toko,,
,store phone,Store_Phone,,,,toko_telepon,toko_telepon,,
,store email address,Store_Email_Address,,,,alamat_email_toko,alamat_email_toko,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,performer id,Performer_ID,,,,id_pemain,id_pelaku,,
,address id,Address_ID,,,,id_alamat,id_alamat,,
,customer name,Customer_Name,,,,nama_pelanggan,nama_pelanggan,,
,customer phone,Customer_Phone,,,,telepon_pelanggan,pelanggan_telepon,,
,customer email address,Customer_Email_Address,,,,alamat_email_pelanggan,alamat_email_pelanggan,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,customer id,Customer_ID,,,,nomor_pelanggan,id_pelanggan,,
,address id,Address_ID,,,,id_alamat,id_alamat,,
,customer name,Customer_Name,,,,nama_pelanggan,nama_pelanggan,,
,customer phone,Customer_Phone,,,,telepon_pelanggan,pelanggan_telepon,,
,customer email address,Customer_Email_Address,,,,alamat_email_pelanggan,alamat_email_pelanggan,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,store id,Store_ID,,,,id_toko,id_toko,,
,address id,Address_ID,,,,id_alamat,id_alamat,,
,marketing region code,Marketing_Region_Code,,,,kode_wilayah_pemasaran,kode_wilayah_pemasaran,,
,store name,Store_Name,,,,nama_toko,nama_toko,,
,store phone,Store_Phone,,,,toko_telepon,toko_telepon,,
,store email address,Store_Email_Address,,,,alamat_email_toko,alamat_email_toko,,
,other details,Other_Details,,,,rincian_lainnya,lainnya_detail,,
,booking id,Booking_ID,,,,nomor_pemesanan,id_pemesanan,,
,customer id,Customer_ID,,,,nomor_pelanggan,id_pelanggan,,
,workshop group id,Workshop_Group_ID,,,,id_grup_bengkel,id_lokakarya_grup,,
,status code,Status_Code,,,,kode_status,status_kode,,
,store id,Store_ID,,,,id_toko,id_toko,,
,order date,Order_Date,,,,tanggal_pemesanan,tanggal_pemesanan,,
,planned delivery date,Planned_Delivery_Date,,,,tanggal_pengiriman_yang_direncanakan,tanggal_pengiriman_direncanakan,,
,actual delivery date,Actual_Delivery_Date,,,,tanggal_pengiriman_sebenarnya,tanggal_pengiriman_sebenarnya,,
,other order details,Other_Order_Details,,,,rincian_pesanan_lainnya,detail_pesanan_lainnya,,
,order id,Order_ID,,,,nomor_pesanan,id_pesanan,,
,performer id,Performer_ID,,,,id_pemain,id_pelaku,,
,order id,Order_ID,,,,nomor_pesanan,id_pesanan,,
,customer id,Customer_ID,,,,nomor_pelanggan,id_pelanggan,,
,store id,Store_ID,,,,id_toko,id_toko,,
,order date,Order_Date,,,,tanggal_pemesanan,tanggal_pemesanan,,
,planned delivery date,Planned_Delivery_Date,,,,tanggal_pengiriman_yang_direncanakan,tanggal_pengiriman_direncanakan,,
,actual delivery date,Actual_Delivery_Date,,,,tanggal_pengiriman_sebenarnya,tanggal_pengiriman_sebenarnya,,
,other order details,Other_Order_Details,,,,rincian_pesanan_lainnya,detail_pesanan_lainnya,,
,order item id,Order_Item_ID,,,,id_barang_pesanan,id_item_pesanan,,
,order id,Order_ID,,,,nomor_pesanan,id_pesanan,,
,product id,Product_ID,,,,id_produk,id_produk,,
,order quantity,Order_Quantity,,,,jumlah_pesanan,pesanan_jumlah,,
,other item details,Other_Item_Details,,,,rincian_barang_lainnya,detail_item_lainnya,,
,invoice id,Invoice_ID,,,,nomor_faktur,id_faktur,,
,order id,Order_ID,,,,nomor_pesanan,id_pesanan,,
,payment method code,payment_method_code,,,,kode_metode_pembayaran,kode_metode_pembayaran,,
,product id,Product_ID,,,,id_produk,id_produk,,
,order quantity,Order_Quantity,,,,jumlah_pesanan,pesanan_jumlah,,
,other item details,Other_Item_Details,,,,rincian_barang_lainnya,detail_item_lainnya,,
,order item id,Order_Item_ID,,,,id_barang_pesanan,id_item_pesanan,,
,service id,Service_ID,,,,nomor_layanan,id_layanan,,
,service type code,Service_Type_Code,,,,kode_jenis_layanan,kode_jenis_layanan,,
,workshop group id,Workshop_Group_ID,,,,id_grup_bengkel,id_lokakarya_grup,,
,product description,Product_Description,,,,deskripsi_produk,produk_deskripsi,,
,product name,Product_Name,,,,nama_produk,nama_produk,,
,product price,Product_Price,,,,harga_produk,produk_harga,,
,other product service details,Other_Product_Service_Details,,,,detail_layanan_produk_lainnya,detail_produk_layanan_lainnya,,
,order id,Order_ID,,,,nomor_pesanan,id_pesanan,,
,product id,Product_ID,,,,id_produk,id_produk,,
,invoice item id,Invoice_Item_ID,,,,id_item_faktur,id_faktur_item,,
,invoice id,Invoice_ID,,,,nomor_faktur,id_faktur,,
,order id,Order_ID,,,,nomor_pesanan,id_pesanan,,
,order item id,Order_Item_ID,,,,id_barang_pesanan,id_item_pesanan,,
,product id,Product_ID,,,,id_produk,id_produk,,
,order quantity,Order_Quantity,,,,jumlah_pesanan,pesanan_jumlah,,
,other item details,Other_Item_Details,,,,rincian_barang_lainnya,detail_item_lainnya,,
car_1,*,*,continents,continents,mobil_1,*,*,benua,benua
,cont id,ContId,countries,countries,,id_lanjutan,lanjutan,negara,negara
,continent,Continent,car makers,car_makers,,benua,benua,pembuat mobil,pembuat mobil
,country id,CountryId,model list,model_list,,id_negara,id_negara,daftar model,model_daftar
,country name,CountryName,car names,car_names,,nama_negara,nama_negara,nama mobil,nama_mobil
,continent,Continent,cars data,cars_data,,benua,benua,data mobil,data_mobil
,id,Id,,,,pengenal,pengenal,,
,maker,Maker,,,,pembuat,pembuat,,
,full name,FullName,,,,nama_lengkap,nama_lengkap,,
,country,Country,,,,negara,negara,,
,model id,ModelId,,,,id_model,id_model,,
,maker,Maker,,,,pembuat,pembuat,,
,model,Model,,,,model,model,,
,make id,MakeId,,,,id_membuat,id_make,,
,model,Model,,,,model,model,,
,make,Make,,,,membuat,membuat,,
,id,Id,,,,pengenal,pengenal,,
,mpg,MPG,,,,mpg,mpg,,
,cylinders,Cylinders,,,,silinder,silinder,,
,edispl,Edispl,,,,edispl,edispl,,
,horsepower,Horsepower,,,,daya_kuda,daya_kuda,,
,weight,Weight,,,,berat,berat,,
,accelerate,Accelerate,,,,mempercepat,mempercepat,,
,year,Year,,,,tahun,tahun,,
geo,*,*,state,state,geografis,*,*,negara,negara
,state name,state_name,city,city,,nama_negara_bagian,nama_negara,kota,kota
,population,population,border info,border_info,,populasi,populasi,informasi perbatasan,perbatasan_info
,area,area,highlow,highlow,,daerah,daerah,tinggi rendah,tinggi rendah
,country name,country_name,lake,lake,,nama_negara,nama_negara,danau,danau
,capital,capital,mountain,mountain,,modal,modal,gunung,gunung
,density,density,river,river,,kepadatan,kepadatan,sungai,sungai
,city name,city_name,,,,nama_kota,nama_kota,,
,population,population,,,,populasi,populasi,,
,country name,country_name,,,,nama_negara,nama_negara,,
,state name,state_name,,,,nama_negara_bagian,nama_negara,,
,state name,state_name,,,,nama_negara_bagian,nama_negara,,
,border,border,,,,berbatasan,berbatasan,,
,state name,state_name,,,,nama_negara_bagian,nama_negara,,
,highest elevation,highest_elevation,,,,ketinggian_tertinggi,ketinggian_tertinggi,,
,lowest point,lowest_point,,,,titik_terendah,titik_terendah,,
,highest point,highest_point,,,,titik_tertinggi,titik_tertinggi,,
,lowest elevation,lowest_elevation,,,,ketinggian_terendah,ketinggian_terendah,,
,lake name,lake_name,,,,nama_danau,nama_danau,,
,area,area,,,,daerah,daerah,,
,country name,country_name,,,,nama_negara,nama_negara,,
,state name,state_name,,,,nama_negara_bagian,nama_negara,,
,mountain name,mountain_name,,,,nama_gunung,nama_gunung,,
,mountain altitude,mountain_altitude,,,,ketinggian_gunung,gunung_ketinggian,,
,country name,country_name,,,,nama_negara,nama_negara,,
,state name,state_name,,,,nama_negara_bagian,nama_negara,,
,river name,river_name,,,,nama_sungai,nama_sungai,,
,length,length,,,,panjang,panjang,,
,country name,country_name,,,,nama_negara,nama_negara,,
,traverse,traverse,,,,melintasi,melintasi,,
behavior_monitoring,*,*,reference address types,Ref_Address_Types,perilaku_pemantauan,*,*,jenis alamat referensi,Ref_Address_Types
,address type code,address_type_code,reference detention type,Ref_Detention_Type,,kode_jenis_alamat,alamat_tipe_kode,jenis penahanan referensi,Ref_Detention_Type
