db_id,question,query_toks,query_toks_no_value,sql_string,db_id_id,question_id,query_toks_id,query_toks_no_value_id,sql_string_id
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,category_name,,,,,kategori_nama,
,,,),,,,,),
,,,desc,,,,,desc,
,,,limit,,,,,limit,
,,,value,,,,,value,
academic,return me the homepage of PVLDB .,SELECT,select,"""PVLDB""",akademik,kembalikan saya beranda PVLDB.,SELECT,select,"""PVLDB"""
,,homepage,homepage,,,,beranda,beranda,
,,FROM,from,,,,FROM,from,
,,journal,journal,,,,journal,journal,
,,WHERE,where,,,,WHERE,where,
,,name,name,,,,nama,nama,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,PVLDB,,,,,PVLDB,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the homepage of "" H. V. Jagadish "" .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan kepada saya beranda ""H.V. Jagadish"".",SELECT,select,"""H.V. Jagadish"""
,,homepage,homepage,,,,beranda,beranda,
,,FROM,from,,,,FROM,from,
,,author,author,,,,pengarang,pengarang,
,,WHERE,where,,,,WHERE,where,
,,name,name,,,,nama,nama,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,H.,,,,,H.,,
,,V.,,,,,V.,,
,,Jagadish,,,,,Jagadish,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the abstract of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya abstrak "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,abstract,abstract,,,,abstrak,abstrak,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,title,title,,,,title,title,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,Making,,,,,Pembuatan,,
,,database,,,,,database,,
,,systems,,,,,sistem,,
,,usable,,,,,dapat_digunakan,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the year of "" Making database systems usable """,SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya tahun "" Membuat sistem basis data dapat digunakan """,SELECT,select,"""Membuat sistem database dapat digunakan"""
,,YEAR,year,,,,YEAR,year,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,title,title,,,,title,title,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,Making,,,,,Pembuatan,,
,,database,,,,,database,,
,,systems,,,,,sistem,,
,,usable,,,,,dapat_digunakan,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the year of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya tahun "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,YEAR,year,,,,YEAR,year,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,title,title,,,,title,title,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,Making,,,,,Pembuatan,,
,,database,,,,,database,,
,,systems,,,,,sistem,,
,,usable,,,,,dapat_digunakan,,
,,',,,,,',,
,,;,,,,,;,,
academic,return me the papers after 2000 .,SELECT,select,,akademik,kembalikan surat-surat itu kepada saya setelah tahun 2000.,SELECT,select,
,,title,title,,,,title,title,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,YEAR,year,,,,YEAR,year,
,,>,>,,,,>,>,
,,2000,value,,,,2000,value,
,,;,,,,,;,,
academic,return me the homepage of the VLDB conference .,SELECT,select,"""VLDB""",akademik,kembalikan saya beranda konferensi VLDB.,SELECT,select,"""VLDB"""
,,homepage,homepage,,,,beranda,beranda,
,,FROM,from,,,,FROM,from,
,,conference,conference,,,,konferensi,konferensi,
,,WHERE,where,,,,WHERE,where,
,,name,name,,,,nama,nama,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,VLDB,,,,,VLDB,,
,,',,,,,',,
,,;,,,,,;,,
academic,return me all the keywords .,SELECT,select,,akademik,kembalikan saya semua kata kunci.,SELECT,select,
,,keyword,keyword,,,,kata_kunci,kata_kunci,
,,FROM,from,,,,FROM,from,
,,keyword,keyword,,,,kata_kunci,kata_kunci,
,,;,,,,,;,,
academic,return me all the organizations .,SELECT,select,,akademik,kembalikan saya semua organisasi.,SELECT,select,
,,name,name,,,,nama,nama,
,,FROM,from,,,,FROM,from,
,,organization,organization,,,,organization,organization,
,,;,,,,,;,,
academic,"return me all the organizations in "" North America "" .",SELECT,select,"""North America""",akademik,"kembalikan padaku semua organisasi di ""Amerika Utara"".",SELECT,select,"""Amerika Utara"""
,,name,name,,,,nama,nama,
,,FROM,from,,,,FROM,from,
,,organization,organization,,,,organization,organization,
,,WHERE,where,,,,WHERE,where,
,,continent,continent,,,,benua,benua,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,North,,,,,Utara,,
,,America,,,,,Amerika,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the homepage of "" University of Michigan "" .",SELECT,select,"""University of Michigan""",akademik,"kembalikan saya situs ""Universitas Michigan"".",SELECT,select,"""Universitas Michigan"""
,,homepage,homepage,,,,beranda,beranda,
,,FROM,from,,,,FROM,from,
,,organization,organization,,,,organization,organization,
,,WHERE,where,,,,WHERE,where,
,,name,name,,,,nama,nama,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,University,,,,,Universitas,,
,,of,,,,,of,,
,,Michigan,,,,,Michigan,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the number of references of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya nomor referensi "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,reference_num,reference_num,,,,referensi_num,referensi_num,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,title,title,,,,title,title,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,Making,,,,,Pembuatan,,
,,database,,,,,database,,
,,systems,,,,,sistem,,
,,usable,,,,,dapat_digunakan,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the references of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya referensi "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,reference_num,reference_num,,,,referensi_num,referensi_num,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,title,title,,,,title,title,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,Making,,,,,Pembuatan,,
,,database,,,,,database,,
,,systems,,,,,sistem,,
,,usable,,,,,dapat_digunakan,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the number of citations of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya jumlah kutipan "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,citation_num,citation_num,,,,kutipan_num,kutipan_num,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,title,title,,,,title,title,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,Making,,,,,Pembuatan,,
,,database,,,,,database,,
,,systems,,,,,sistem,,
,,usable,,,,,dapat_digunakan,,
,,',,,,,',,
,,;,,,,,;,,
academic,"return me the citations of "" Making database systems usable "" .",SELECT,select,"""Making database systems usable""",akademik,"kembalikan saya kutipan "" Membuat sistem database dapat digunakan "" .",SELECT,select,"""Membuat sistem database dapat digunakan"""
,,citation_num,citation_num,,,,kutipan_num,kutipan_num,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,title,title,,,,title,title,
,,=,=,,,,=,=,
,,``,value,,,,``,value,
,,Making,,,,,Pembuatan,,
,,database,,,,,database,,
,,systems,,,,,sistem,,
,,usable,,,,,dapat_digunakan,,
,,',,,,,',,
,,;,,,,,;,,
academic,return me the paper with more than 200 citations .,SELECT,select,,akademik,kembalikan saya makalah dengan lebih dari 200 kutipan.,SELECT,select,
,,title,title,,,,title,title,
,,FROM,from,,,,FROM,from,
,,publication,publication,,,,publikasi,publikasi,
,,WHERE,where,,,,WHERE,where,
,,citation_num,citation_num,,,,kutipan_num,kutipan_num,
,,>,>,,,,>,>,
,,200,value,,,,200,value,
,,;,,,,,;,,
academic,return me the authors who have papers in PVLDB 2010 .,SELECT,select,"""PVLDB""",akademik,kembalikan saya penulis yang memiliki makalah di PVLDB 2010.,SELECT,select,"""PVLDB"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t4,,,,journal,t4,
,,AS,join,,,,AS,join,
,,t2,journal,,,,t2,journal,
,,ON,as,,,,ON,as,
,,t4.jid,t2,,,,t4.jid,t2,
,,=,on,,,,=,on,
,,t2.jid,t4,,,,t2.jid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,jid,,,,menulis,jid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,jid,,,,t3.pid,jid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t2.name,pid,,,,t2.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,PVLDB,as,,,,PVLDB,as,
,,',t1,,,,',t1,
,,AND,on,,,,AND,on,
,,t4.year,t3,,,,t4.tahun,t3,
,,=,.,,,,=,.,
,,2010,aid,,,,2010,bantuan,
,,;,=,,,,;,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me the authors who have papers in PVLDB after 2010 .,SELECT,select,"""PVLDB""",akademik,kembalikan saya penulis yang memiliki makalah di PVLDB setelah 2010.,SELECT,select,"""PVLDB"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t4,,,,journal,t4,
,,AS,join,,,,AS,join,
,,t2,journal,,,,t2,journal,
,,ON,as,,,,ON,as,
,,t4.jid,t2,,,,t4.jid,t2,
,,=,on,,,,=,on,
,,t2.jid,t4,,,,t2.jid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,jid,,,,menulis,jid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,jid,,,,t3.pid,jid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t2.name,pid,,,,t2.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,PVLDB,as,,,,PVLDB,as,
,,',t1,,,,',t1,
,,AND,on,,,,AND,on,
,,t4.year,t3,,,,t4.tahun,t3,
,,>,.,,,,>,.,
,,2010,aid,,,,2010,bantuan,
,,;,=,,,,;,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,>,,,,,>,
,,,value,,,,,value,
academic,return me the authors who have papers in VLDB conference in 2002 .,SELECT,select,"""VLDB""",akademik,kembalikan saya penulis yang memiliki makalah di konferensi VLDB pada tahun 2002.,SELECT,select,"""VLDB"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t4,,,,konferensi,t4,
,,AS,join,,,,AS,join,
,,t2,conference,,,,t2,konferensi,
,,ON,as,,,,ON,as,
,,t4.cid,t2,,,,t4.cid,t2,
,,=,on,,,,=,on,
,,t2.cid,t4,,,,t2.cid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,cid,,,,menulis,cid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,cid,,,,t3.pid,cid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t2.name,pid,,,,t2.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,VLDB,as,,,,VLDB,as,
,,',t1,,,,',t1,
,,AND,on,,,,AND,on,
,,t4.year,t3,,,,t4.tahun,t3,
,,=,.,,,,=,.,
,,2002,aid,,,,2002,bantuan,
,,;,=,,,,;,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me the authors who have papers in VLDB conference before 2002 .,SELECT,select,"""VLDB""",akademik,kembalikan saya penulis yang memiliki makalah di konferensi VLDB sebelum tahun 2002.,SELECT,select,"""VLDB"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t4,,,,konferensi,t4,
,,AS,join,,,,AS,join,
,,t2,conference,,,,t2,konferensi,
,,ON,as,,,,ON,as,
,,t4.cid,t2,,,,t4.cid,t2,
,,=,on,,,,=,on,
,,t2.cid,t4,,,,t2.cid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,cid,,,,menulis,cid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,cid,,,,t3.pid,cid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t2.name,pid,,,,t2.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,VLDB,as,,,,VLDB,as,
,,',t1,,,,',t1,
,,AND,on,,,,AND,on,
,,t4.year,t3,,,,t4.tahun,t3,
,,<,.,,,,<,.,
,,2002,aid,,,,2002,bantuan,
,,;,=,,,,;,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,<,,,,,<,
,,,value,,,,,value,
academic,return me the authors who have papers in VLDB conference before 2002 after 1995 .,SELECT,select,"""VLDB""",akademik,kembalikan saya penulis yang memiliki makalah di konferensi VLDB sebelum tahun 2002 setelah tahun 1995.,SELECT,select,"""VLDB"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t4,,,,konferensi,t4,
,,AS,join,,,,AS,join,
,,t2,conference,,,,t2,konferensi,
,,ON,as,,,,ON,as,
,,t4.cid,t2,,,,t4.cid,t2,
,,=,on,,,,=,on,
,,t2.cid,t4,,,,t2.cid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,cid,,,,menulis,cid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,cid,,,,t3.pid,cid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t2.name,pid,,,,t2.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,VLDB,as,,,,VLDB,as,
,,',t1,,,,',t1,
,,AND,on,,,,AND,on,
,,t4.year,t3,,,,t4.tahun,t3,
,,<,.,,,,<,.,
,,2002,aid,,,,2002,bantuan,
,,AND,=,,,,AND,=,
,,t4.year,t1,,,,t4.tahun,t1,
,,>,.,,,,>,.,
,,1995,aid,,,,1995,bantuan,
,,;,where,,,,;,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,<,,,,,<,
,,,value,,,,,value,
,,,and,,,,,and,
,,,t4,,,,,t4,
,,,.,,,,,.,
,,,year,,,,,year,
,,,>,,,,,>,
,,,value,,,,,value,
academic,return me the area of PVLDB .,SELECT,select,"""PVLDB""",akademik,kembalikan padaku area PVLDB.,SELECT,select,"""PVLDB"""
,,t3.name,t3,,,,t3.nama,t3,
,,FROM,.,,,,FROM,.,
,,DOMAIN,name,,,,DOMAIN,nama,
,,AS,from,,,,AS,from,
,,t3,domain,,,,t3,domain,
,,JOIN,as,,,,JOIN,as,
,,domain_journal,t3,,,,domain_jurnal,t3,
,,AS,join,,,,AS,join,
,,t1,domain_journal,,,,t1,domain_jurnal,
,,ON,as,,,,ON,as,
,,t3.did,t1,,,,t3.did,t1,
,,=,on,,,,=,on,
,,t1.did,t3,,,,t1.did,t3,
,,JOIN,.,,,,JOIN,.,
,,journal,did,,,,journal,telah_melakukan,
,,AS,=,,,,AS,=,
,,t2,t1,,,,t2,t1,
,,ON,.,,,,ON,.,
,,t2.jid,did,,,,t2.jid,telah_melakukan,
,,=,join,,,,=,join,
,,t1.jid,journal,,,,t1.jid,journal,
,,WHERE,as,,,,WHERE,as,
,,t2.name,t2,,,,t2.nama,t2,
,,=,on,,,,=,on,
,,``,t2,,,,``,t2,
,,PVLDB,.,,,,PVLDB,.,
,,',jid,,,,',jid,
,,;,=,,,,;,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,jid,,,,,jid,
,,,where,,,,,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,return me the authors who have papers in PVLDB .,SELECT,select,"""PVLDB""",akademik,kembalikan saya penulis yang memiliki makalah di PVLDB.,SELECT,select,"""PVLDB"""
,,t1.name,t1,,,,t1.nama,t1,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t4,,,,journal,t4,
,,AS,join,,,,AS,join,
,,t2,journal,,,,t2,journal,
,,ON,as,,,,ON,as,
,,t4.jid,t2,,,,t4.jid,t2,
,,=,on,,,,=,on,
,,t2.jid,t4,,,,t2.jid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,jid,,,,menulis,jid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,jid,,,,t3.pid,jid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t2.name,pid,,,,t2.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,PVLDB,as,,,,PVLDB,as,
,,',t1,,,,',t1,
,,;,on,,,,;,on,
,,,t3,,,,,t3,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t2,,,,,t2,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the organization "" H. V. Jagadish "" is in .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan padaku organisasi ""H.V. Jagadish"" yang ada.",SELECT,select,"""H.V. Jagadish"""
,,t2.name,t2,,,,t2.nama,t2,
,,FROM,.,,,,FROM,.,
,,organization,name,,,,organization,nama,
,,AS,from,,,,AS,from,
,,t2,organization,,,,t2,organization,
,,JOIN,as,,,,JOIN,as,
,,author,t2,,,,pengarang,t2,
,,AS,join,,,,AS,join,
,,t1,author,,,,t1,pengarang,
,,ON,as,,,,ON,as,
,,t2.oid,t1,,,,t2.oid,t1,
,,=,on,,,,=,on,
,,t1.oid,t2,,,,t1.oid,t2,
,,WHERE,.,,,,WHERE,.,
,,t1.name,oid,,,,t1.nama,oid,
,,=,=,,,,=,=,
,,``,t1,,,,``,t1,
,,H.,.,,,,H.,.,
,,V.,oid,,,,V.,oid,
,,Jagadish,where,,,,Jagadish,where,
,,',t1,,,,',t1,
,,;,.,,,,;,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the conferences, which have papers by "" H. V. Jagadish "" .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan saya konferensi, yang memiliki makalah oleh ""H.V. Jagadish"".",SELECT,select,"""H.V. Jagadish"""
,,t2.name,t2,,,,t2.nama,t2,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,conference,t4,,,,konferensi,t4,
,,AS,join,,,,AS,join,
,,t2,conference,,,,t2,konferensi,
,,ON,as,,,,ON,as,
,,t4.cid,t2,,,,t4.cid,t2,
,,=,on,,,,=,on,
,,t2.cid,t4,,,,t2.cid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,cid,,,,menulis,cid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,cid,,,,t3.pid,cid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t1.name,pid,,,,t1.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,H.,as,,,,H.,as,
,,V.,t1,,,,V.,t1,
,,Jagadish,on,,,,Jagadish,on,
,,',t3,,,,',t3,
,,;,.,,,,;,.,
,,,aid,,,,,bantuan,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the journals, which have papers by "" H. V. Jagadish "" .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan saya jurnal-jurnal tersebut, yang memuat makalah oleh ""H.V. Jagadish"".",SELECT,select,"""H.V. Jagadish"""
,,t2.name,t2,,,,t2.nama,t2,
,,FROM,.,,,,FROM,.,
,,publication,name,,,,publikasi,nama,
,,AS,from,,,,AS,from,
,,t4,publication,,,,t4,publikasi,
,,JOIN,as,,,,JOIN,as,
,,journal,t4,,,,journal,t4,
,,AS,join,,,,AS,join,
,,t2,journal,,,,t2,journal,
,,ON,as,,,,ON,as,
,,t4.jid,t2,,,,t4.jid,t2,
,,=,on,,,,=,on,
,,t2.jid,t4,,,,t2.jid,t4,
,,JOIN,.,,,,JOIN,.,
,,writes,jid,,,,menulis,jid,
,,AS,=,,,,AS,=,
,,t3,t2,,,,t3,t2,
,,ON,.,,,,ON,.,
,,t3.pid,jid,,,,t3.pid,jid,
,,=,join,,,,=,join,
,,t4.pid,writes,,,,t4.pid,menulis,
,,JOIN,as,,,,JOIN,as,
,,author,t3,,,,pengarang,t3,
,,AS,on,,,,AS,on,
,,t1,t3,,,,t1,t3,
,,ON,.,,,,ON,.,
,,t3.aid,pid,,,,t3.bantuan,pid,
,,=,=,,,,=,=,
,,t1.aid,t4,,,,t1.bantuan,t4,
,,WHERE,.,,,,WHERE,.,
,,t1.name,pid,,,,t1.nama,pid,
,,=,join,,,,=,join,
,,``,author,,,,``,pengarang,
,,H.,as,,,,H.,as,
,,V.,t1,,,,V.,t1,
,,Jagadish,on,,,,Jagadish,on,
,,',t3,,,,',t3,
,,;,.,,,,;,.,
,,,aid,,,,,bantuan,
,,,=,,,,,=,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,aid,,,,,bantuan,
,,,where,,,,,where,
,,,t1,,,,,t1,
,,,.,,,,,.,
,,,name,,,,,nama,
,,,=,,,,,=,
,,,value,,,,,value,
academic,"return me the domain where "" H. V. Jagadish "" is focused .",SELECT,select,"""H. V. Jagadish""",akademik,"kembalikan kepada saya domain tempat ""H.V. Jagadish"" difokuskan.",SELECT,select,"""H.V. Jagadish"""
,,t2.name,t2,,,,t2.nama,t2,
,,FROM,.,,,,FROM,.,
,,domain_author,name,,,,domain_penulis,nama,
,,AS,from,,,,AS,from,
