db_id,query_toks,question,db_id_id,query_toks_id,question_id
,code,,,code,
,",",,,",",
,name,,,nama,
,",",,,",",
,min,,,min,
,(,,,(,
,price,,,harga,
,),,,),
,FROM,,,FROM,
,products,,,produk,
,GROUP,,,GROUP,
,BY,,,BY,
,name,,,nama,
tracking_software_problems,SELECT,What is the id of the problem log that is created most recently?,masalah_perangkat_lunak_pelacakan,SELECT,Apa id log masalah yang terakhir dibuat?
,problem_log_id,,,id_masalah_log,
,FROM,,,FROM,
,problem_log,,,log_masalah,
,ORDER,,,ORDER,
,BY,,,BY,
,log_entry_date,,,log_entry_date,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
tracking_software_problems,SELECT,Which problem log was created most recently? Give me the log id.,masalah_perangkat_lunak_pelacakan,SELECT,Log masalah manakah yang terakhir dibuat? Beri saya id lognya.
,problem_log_id,,,id_masalah_log,
,FROM,,,FROM,
,problem_log,,,log_masalah,
,ORDER,,,ORDER,
,BY,,,BY,
,log_entry_date,,,log_entry_date,
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
tracking_software_problems,SELECT,What is the oldest log id and its corresponding problem id?,masalah_perangkat_lunak_pelacakan,SELECT,Apa id log tertua dan id masalahnya yang terkait?
,problem_log_id,,,id_masalah_log,
,",",,,",",
,problem_id,,,id_masalah,
,FROM,,,FROM,
,problem_log,,,log_masalah,
,ORDER,,,ORDER,
,BY,,,BY,
,log_entry_date,,,log_entry_date,
,LIMIT,,,LIMIT,
,1,,,1,
tracking_software_problems,SELECT,Find the oldest log id and its corresponding problem id.,masalah_perangkat_lunak_pelacakan,SELECT,Temukan id log terlama dan id masalahnya yang sesuai.
,problem_log_id,,,id_masalah_log,
,",",,,",",
,problem_id,,,id_masalah,
,FROM,,,FROM,
,problem_log,,,log_masalah,
,ORDER,,,ORDER,
,BY,,,BY,
,log_entry_date,,,log_entry_date,
,LIMIT,,,LIMIT,
,1,,,1,
tracking_software_problems,SELECT,Find all the ids and dates of the logs for the problem whose id is 10.,masalah_perangkat_lunak_pelacakan,SELECT,Temukan semua id dan tanggal log untuk soal yang idnya 10.
,problem_log_id,,,id_masalah_log,
,",",,,",",
,log_entry_date,,,log_entry_date,
,FROM,,,FROM,
,problem_log,,,log_masalah,
,WHERE,,,WHERE,
,problem_id,,,id_masalah,
,=,,,=,
,10,,,10,
tracking_software_problems,SELECT,"For the problem with id 10, return the ids and dates of its problem logs.",masalah_perangkat_lunak_pelacakan,SELECT,"Untuk masalah dengan id 10, kembalikan id dan tanggal log masalahnya."
,problem_log_id,,,id_masalah_log,
,",",,,",",
,log_entry_date,,,log_entry_date,
,FROM,,,FROM,
,problem_log,,,log_masalah,
,WHERE,,,WHERE,
,problem_id,,,id_masalah,
,=,,,=,
,10,,,10,
tracking_software_problems,SELECT,List all the log ids and their descriptions from the problem logs.,masalah_perangkat_lunak_pelacakan,SELECT,Cantumkan semua id log dan deskripsinya dari log masalah.
,problem_log_id,,,id_masalah_log,
,",",,,",",
,log_entry_description,,,log_entry_deskripsi,
,FROM,,,FROM,
,problem_log,,,log_masalah,
tracking_software_problems,SELECT,What are the log id and entry description of each problem?,masalah_perangkat_lunak_pelacakan,SELECT,Apa id log dan deskripsi entri dari setiap masalah?
,problem_log_id,,,id_masalah_log,
,",",,,",",
,log_entry_description,,,log_entry_deskripsi,
,FROM,,,FROM,
,problem_log,,,log_masalah,
tracking_software_problems,SELECT,List the first and last names of all distinct staff members who are assigned to the problem whose id is 1.,masalah_perangkat_lunak_pelacakan,SELECT,Cantumkan nama depan dan belakang semua anggota staf berbeda yang ditugaskan pada masalah yang idnya 1.
,DISTINCT,,,DISTINCT,
,staff_first_name,,,staf_nama_depan,
,",",,,",",
,staff_last_name,,,staf_nama_belakang,
,FROM,,,FROM,
,staff,,,staf,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problem_log,,,log_masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.staff_id,,,T1.id_staff,
,=,,,=,
,T2.assigned_to_staff_id,,,T2.id_ditugaskan_ke_staff,
,WHERE,,,WHERE,
,T2.problem_id,,,T2.id_problem,
,=,,,=,
,1,,,1,
tracking_software_problems,SELECT,Which staff members are assigned to the problem with id 1? Give me their first and last names.,masalah_perangkat_lunak_pelacakan,SELECT,Anggota staf mana yang ditugaskan untuk masalah dengan id 1? Beri saya nama depan dan belakang mereka.
,DISTINCT,,,DISTINCT,
,staff_first_name,,,staf_nama_depan,
,",",,,",",
,staff_last_name,,,staf_nama_belakang,
,FROM,,,FROM,
,staff,,,staf,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problem_log,,,log_masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.staff_id,,,T1.id_staff,
,=,,,=,
,T2.assigned_to_staff_id,,,T2.id_ditugaskan_ke_staff,
,WHERE,,,WHERE,
,T2.problem_id,,,T2.id_problem,
,=,,,=,
,1,,,1,
tracking_software_problems,SELECT,List the problem id and log id which are assigned to the staff named Rylan Homenick.,masalah_perangkat_lunak_pelacakan,SELECT,Buat daftar id masalah dan id log yang ditugaskan ke staf bernama Rylan Homenick.
,DISTINCT,,,DISTINCT,
,T2.problem_id,,,T2.id_problem,
,",",,,",",
,T2.problem_log_id,,,T2.id_problem_log,
,FROM,,,FROM,
,staff,,,staf,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problem_log,,,log_masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.staff_id,,,T1.id_staff,
,=,,,=,
,T2.assigned_to_staff_id,,,T2.id_ditugaskan_ke_staff,
,WHERE,,,WHERE,
,T1.staff_first_name,,,T1.staff_first_nama,
,=,,,=,
,``,,,``,
,Rylan,,,Rylan,
,',,,',
,AND,,,AND,
,T1.staff_last_name,,,T1.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Homenick,,,nama_panggilan_rumah,
,',,,',
tracking_software_problems,SELECT,Which problem id and log id are assigned to the staff named Rylan Homenick?,masalah_perangkat_lunak_pelacakan,SELECT,Id masalah dan id log mana yang ditugaskan ke staf bernama Rylan Homenick?
,DISTINCT,,,DISTINCT,
,T2.problem_id,,,T2.id_problem,
,",",,,",",
,T2.problem_log_id,,,T2.id_problem_log,
,FROM,,,FROM,
,staff,,,staf,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problem_log,,,log_masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.staff_id,,,T1.id_staff,
,=,,,=,
,T2.assigned_to_staff_id,,,T2.id_ditugaskan_ke_staff,
,WHERE,,,WHERE,
,T1.staff_first_name,,,T1.staff_first_nama,
,=,,,=,
,``,,,``,
,Rylan,,,Rylan,
,',,,',
,AND,,,AND,
,T1.staff_last_name,,,T1.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Homenick,,,nama_panggilan_rumah,
,',,,',
tracking_software_problems,SELECT,How many problems are there for product voluptatem?,masalah_perangkat_lunak_pelacakan,SELECT,Berapa banyak masalah yang ada pada voluptatem produk?
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,product,,,produk,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problems,,,masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T1.product_name,,,T1.nama_produk,
,=,,,=,
,``,,,``,
,voluptatem,,,voluptatem,
,',,,',
tracking_software_problems,SELECT,"How many problems did the product called ""voluptatem"" have in record?",masalah_perangkat_lunak_pelacakan,SELECT,"Berapa banyak masalah yang tercatat dalam produk yang disebut ""voluptatem""?"
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,FROM,,,FROM,
,product,,,produk,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problems,,,masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T1.product_name,,,T1.nama_produk,
,=,,,=,
,``,,,``,
,voluptatem,,,voluptatem,
,',,,',
tracking_software_problems,SELECT,How many problems does the product with the most problems have? List the number of the problems and product name.,masalah_perangkat_lunak_pelacakan,SELECT,Berapa banyak masalah yang dimiliki produk dengan masalah terbanyak? Cantumkan nomor masalah dan nama produk.
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,",",,,",",
,T1.product_name,,,T1.nama_produk,
,FROM,,,FROM,
,product,,,produk,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problems,,,masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.product_name,,,T1.nama_produk,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
tracking_software_problems,SELECT,Which product has the most problems? Give me the number of problems and the product name.,masalah_perangkat_lunak_pelacakan,SELECT,Produk mana yang paling banyak bermasalah? Beri saya nomor soal dan nama produknya.
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,",",,,",",
,T1.product_name,,,T1.nama_produk,
,FROM,,,FROM,
,product,,,produk,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,problems,,,masalah,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,GROUP,,,GROUP,
,BY,,,BY,
,T1.product_name,,,T1.nama_produk,
,ORDER,,,ORDER,
,BY,,,BY,
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,DESC,,,DESC,
,LIMIT,,,LIMIT,
,1,,,1,
tracking_software_problems,SELECT,Give me a list of descriptions of the problems that are reported by the staff whose first name is Christop.,masalah_perangkat_lunak_pelacakan,SELECT,Berikan saya daftar deskripsi masalah yang dilaporkan oleh staf bernama depan Christop.
,T1.problem_description,,,T1.deskripsi_masalah,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Christop,,,Christop,
,',,,',
tracking_software_problems,SELECT,"Which problems are reported by the staff with first name ""Christop""? Show the descriptions of the problems.",masalah_perangkat_lunak_pelacakan,SELECT,"Masalah apa yang dilaporkan oleh staf dengan nama depan ""Christop""? Tunjukkan deskripsi masalahnya."
,T1.problem_description,,,T1.deskripsi_masalah,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Christop,,,Christop,
,',,,',
tracking_software_problems,SELECT,Find the ids of the problems that are reported by the staff whose last name is Bosco.,masalah_perangkat_lunak_pelacakan,SELECT,Temukan id masalah yang dilaporkan oleh staf bernama belakang Bosco.
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Bosco,,,Bosco,
,',,,',
tracking_software_problems,SELECT,"Which problems are reported by the staff with last name ""Bosco""? Show the ids of the problems.",masalah_perangkat_lunak_pelacakan,SELECT,"Masalah apa yang dilaporkan oleh staf dengan nama belakang ""Bosco""? Tunjukkan id masalahnya."
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Bosco,,,Bosco,
,',,,',
tracking_software_problems,SELECT,What are the ids of the problems which are reported after 1978-06-26?,masalah_perangkat_lunak_pelacakan,SELECT,Apa saja penyebab masalah yang dilaporkan setelah 26-06-1978?
,problem_id,,,id_masalah,
,FROM,,,FROM,
,problems,,,masalah,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,>,,,>,
,``,,,``,
,6/26/1978,,,26-06-1978,
,',,,',
tracking_software_problems,SELECT,Find the ids of the problems reported after 1978-06-26.,masalah_perangkat_lunak_pelacakan,SELECT,Temukan id masalah yang dilaporkan setelah 26-06-1978.
,problem_id,,,id_masalah,
,FROM,,,FROM,
,problems,,,masalah,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,>,,,>,
,``,,,``,
,6/26/1978,,,26-06-1978,
,',,,',
tracking_software_problems,SELECT,What are the ids of the problems which are reported before 1978-06-26?,masalah_perangkat_lunak_pelacakan,SELECT,Apa saja identitas masalah yang dilaporkan sebelum 26-06-1978?
,problem_id,,,id_masalah,
,FROM,,,FROM,
,problems,,,masalah,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,<,,,<,
,``,,,``,
,6/26/1978,,,26-06-1978,
,',,,',
tracking_software_problems,SELECT,Which problems are reported before 1978-06-26? Give me the ids of the problems.,masalah_perangkat_lunak_pelacakan,SELECT,Masalah apa yang dilaporkan sebelum 26-06-1978? Beri saya id masalahnya.
,problem_id,,,id_masalah,
,FROM,,,FROM,
,problems,,,masalah,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,<,,,<,
,``,,,``,
,6/26/1978,,,26-06-1978,
,',,,',
tracking_software_problems,SELECT,"For each product which has problems, what are the number of problems and the product id?",masalah_perangkat_lunak_pelacakan,SELECT,"Untuk setiap produk yang bermasalah, berapa jumlah masalahnya dan ID produknya?"
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,",",,,",",
,T2.product_id,,,T2.id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.product_id,,,T2.id_produk,
tracking_software_problems,SELECT,"For each product with some problems, list the count of problems and the product id.",masalah_perangkat_lunak_pelacakan,SELECT,"Untuk setiap produk yang memiliki beberapa masalah, cantumkan jumlah masalah dan id produk."
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,",",,,",",
,T2.product_id,,,T2.id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,GROUP,,,GROUP,
,BY,,,BY,
,T2.product_id,,,T2.id_produk,
tracking_software_problems,SELECT,"For each product that has problems, find the number of problems reported after 1986-11-13 and the product id?",masalah_perangkat_lunak_pelacakan,SELECT,"Untuk setiap produk yang mempunyai masalah, tentukan jumlah masalah yang dilaporkan setelah 13-11-1986 dan id produknya?"
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,",",,,",",
,T2.product_id,,,T2.id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T1.date_problem_reported,,,T1.tanggal_masalah_dilaporkan,
,>,,,>,
,``,,,``,
,11/13/1986,,,11/13/1986,
,',,,',
,GROUP,,,GROUP,
,BY,,,BY,
,T2.product_id,,,T2.id_produk,
tracking_software_problems,SELECT,What are the products that have problems reported after 1986-11-13? Give me the product id and the count of problems reported after 1986-11-13.,masalah_perangkat_lunak_pelacakan,SELECT,Produk apa saja yang mengalami masalah setelah 13-11-1986? Berikan saya ID produk dan jumlah masalah yang dilaporkan setelah 13-11-1986.
,count,,,count,
,(,,,(,
,*,,,*,
,),,,),
,",",,,",",
,T2.product_id,,,T2.id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,product,,,produk,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.product_id,,,T1.id_produk,
,=,,,=,
,T2.product_id,,,T2.id_produk,
,WHERE,,,WHERE,
,T1.date_problem_reported,,,T1.tanggal_masalah_dilaporkan,
,>,,,>,
,``,,,``,
,11/13/1986,,,11/13/1986,
,',,,',
,GROUP,,,GROUP,
,BY,,,BY,
,T2.product_id,,,T2.id_produk,
tracking_software_problems,SELECT,List the names of all the distinct product names in alphabetical order?,masalah_perangkat_lunak_pelacakan,SELECT,Cantumkan nama semua nama produk yang berbeda dalam urutan abjad?
,DISTINCT,,,DISTINCT,
,product_name,,,nama_Produk,
,FROM,,,FROM,
,product,,,produk,
,ORDER,,,ORDER,
,BY,,,BY,
,product_name,,,nama_Produk,
tracking_software_problems,SELECT,Sort all the distinct product names in alphabetical order.,masalah_perangkat_lunak_pelacakan,SELECT,Urutkan semua nama produk yang berbeda dalam urutan abjad.
,DISTINCT,,,DISTINCT,
,product_name,,,nama_Produk,
,FROM,,,FROM,
,product,,,produk,
,ORDER,,,ORDER,
,BY,,,BY,
,product_name,,,nama_Produk,
tracking_software_problems,SELECT,List all the distinct product names ordered by product id?,masalah_perangkat_lunak_pelacakan,SELECT,Cantumkan semua nama produk berbeda yang dipesan berdasarkan id produk?
,DISTINCT,,,DISTINCT,
,product_name,,,nama_Produk,
,FROM,,,FROM,
,product,,,produk,
,ORDER,,,ORDER,
,BY,,,BY,
,product_id,,,id_produk,
tracking_software_problems,SELECT,What is the list of distinct product names sorted by product id?,masalah_perangkat_lunak_pelacakan,SELECT,Apa daftar nama produk berbeda yang diurutkan berdasarkan id produk?
,DISTINCT,,,DISTINCT,
,product_name,,,nama_Produk,
,FROM,,,FROM,
,product,,,produk,
,ORDER,,,ORDER,
,BY,,,BY,
,product_id,,,id_produk,
tracking_software_problems,SELECT,What are the id of problems reported by the staff named Dameon Frami or Jolie Weber?,masalah_perangkat_lunak_pelacakan,SELECT,Apa saja masalah yang dilaporkan oleh staf bernama Dameon Frami atau Jolie Weber?
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Dameon,,,Dameon,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Frami,,,bingkai,
,',,,',
,UNION,,,UNION,
,SELECT,,,SELECT,
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Jolie,,,Jolie,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Weber,,,Weber,
,',,,',
tracking_software_problems,SELECT,Which problems were reported by the staff named Dameon Frami or Jolie Weber? Give me the ids of the problems.,masalah_perangkat_lunak_pelacakan,SELECT,Masalah apa saja yang dilaporkan oleh staf bernama Dameon Frami atau Jolie Weber? Beri saya id masalahnya.
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Dameon,,,Dameon,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Frami,,,bingkai,
,',,,',
,UNION,,,UNION,
,SELECT,,,SELECT,
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Jolie,,,Jolie,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Weber,,,Weber,
,',,,',
tracking_software_problems,SELECT,What are the product ids for the problems reported by Christop Berge with closure authorised by Ashley Medhurst?,masalah_perangkat_lunak_pelacakan,SELECT,Apa id produk untuk masalah yang dilaporkan oleh Christop Berge dengan penutupan resmi oleh Ashley Medhurst?
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Christop,,,Christop,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Berge,,,Berge,
,',,,',
,INTERSECT,,,INTERSECT,
,SELECT,,,SELECT,
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.closure_authorised_by_staff_id,,,T1.id_closure_authorised_by_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Ashley,,,Ashley,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Medhurst,,,Medhurst,
,',,,',
tracking_software_problems,SELECT,"For which product was there a problem reported by Christop Berge, with closure authorised by Ashley Medhurst? Return the product ids.",masalah_perangkat_lunak_pelacakan,SELECT,"Untuk produk manakah terdapat masalah yang dilaporkan oleh Christop Berge, dengan penutupan diizinkan oleh Ashley Medhurst? Kembalikan id produk."
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Christop,,,Christop,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Berge,,,Berge,
,',,,',
,INTERSECT,,,INTERSECT,
,SELECT,,,SELECT,
,product_id,,,id_produk,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.closure_authorised_by_staff_id,,,T1.id_closure_authorised_by_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,T2.staff_first_name,,,T2.staff_first_nama,
,=,,,=,
,``,,,``,
,Ashley,,,Ashley,
,',,,',
,AND,,,AND,
,T2.staff_last_name,,,T2.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Medhurst,,,Medhurst,
,',,,',
tracking_software_problems,SELECT,What are the ids of the problems reported before the date of any problem reported by Lysanne Turcotte?,masalah_perangkat_lunak_pelacakan,SELECT,Apa saja id masalah yang dilaporkan sebelum tanggal masalah apa pun yang dilaporkan oleh Lysanne Turcotte?
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
,=,,,=,
,T2.staff_id,,,T2.id_staff,
,WHERE,,,WHERE,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,<,,,<,
,(,,,(,
,SELECT,,,SELECT,
,min,,,min,
,(,,,(,
,date_problem_reported,,,tanggal_masalah_dilaporkan,
,),,,),
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T3,,,T3,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T4,,,T4,
,ON,,,ON,
,T3.reported_by_staff_id,,,T3.id_dilaporkan_oleh_staff,
,=,,,=,
,T4.staff_id,,,T4.id_staff,
,WHERE,,,WHERE,
,T4.staff_first_name,,,T4.staff_first_nama,
,=,,,=,
,``,,,``,
,Lysanne,,,Lisana,
,',,,',
,AND,,,AND,
,T4.staff_last_name,,,T4.staff_nama_akhir,
,=,,,=,
,``,,,``,
,Turcotte,,,Turcotte,
,',,,',
,),,,),
tracking_software_problems,SELECT,Which problems were reported before the date of any problem reported by the staff Lysanne Turcotte? Give me the ids of the problems.,masalah_perangkat_lunak_pelacakan,SELECT,Masalah apa yang dilaporkan sebelum tanggal masalah apa pun dilaporkan oleh staf Lysanne Turcotte? Beri saya id masalahnya.
,T1.problem_id,,,T1.id_problem,
,FROM,,,FROM,
,problems,,,masalah,
,AS,,,AS,
,T1,,,T1,
,JOIN,,,JOIN,
,staff,,,staf,
,AS,,,AS,
,T2,,,T2,
,ON,,,ON,
,T1.reported_by_staff_id,,,T1.id_dilaporkan_oleh_staff,
